X	mb231e210g_0	mb231e264g_0	mb231e279g_0	mb231p2207g_1	mb231p2237Ag_1
ARHGAP39	0	1	0	1	1
ARHGAP4	0	0	0	0	0
ARHGAP40	0	0	0	0	0
ARHGAP42	0	0	0	1	0
ARHGAP44	0	0	0	0	0
ARHGAP5	28	27	33	22	72
ARHGAP6	2	0	3	1	8
ARHGAP8	0	0	0	0	0
ARHGAP9	0	0	0	0	0
ARHGDIA	0	0	0	0	0
ARHGDIB	0	0	0	0	0
ARHGDIG	0	0	0	0	0
ARHGEF1	1	3	6	1	4
ARHGEF10	0	0	0	0	0
ARHGEF10L	26	5	5	5	14
ARHGEF11	3	7	6	1	3
ARHGEF12	7	16	15	14	41
ARHGEF15	0	0	0	0	0
ARHGEF16	0	0	0	0	0
ARHGEF17	1	5	3	2	12
ARHGEF18	1	0	0	0	4
ARHGEF19	1	1	0	1	2
ARHGEF2	6	5	10	6	7
ARHGEF25	9	2	2	3	11
ARHGEF26	0	0	0	0	0
ARHGEF28	1	0	0	0	1
ARHGEF3	0	0	0	0	0
ARHGEF33	0	0	0	0	0
ARHGEF37	0	0	0	0	0
ARHGEF38	0	0	0	0	0
ARHGEF39	0	0	0	0	0
ARHGEF4	0	0	0	1	0
ARHGEF40	18	30	26	21	61
ARHGEF5	0	0	0	0	0
ARHGEF6	0	0	0	0	0
ARHGEF7	0	0	3	1	1
ARHGEF9	0	0	0	0	0
ARID1A	44	68	107	44	146
ARID1B	14	5	14	11	18
ARID2	39	32	43	26	93
ARID3A	0	0	0	0	0
ARID3B	0	0	0	0	0
ARID3C	0	0	0	0	0
ARID4A	5	8	5	2	7
ARID4B	9	19	13	13	15
ARID5A	3	3	3	4	9
ARID5B	6	3	7	3	6
ARIH1	81	103	113	84	271
ARIH2	4	11	4	5	20
ARL1	24	18	33	13	54
ARL10	0	0	0	0	0
ARL11	0	0	0	0	0
ARL13A	0	0	0	0	0
ARL13B	0	0	0	0	1
ARL14	0	0	0	0	0
ARL14EP	0	0	0	0	0
ARL14EPL	0	0	0	0	0
ARL15	1	3	5	1	4
ARL16	0	0	0	0	0
ARL2	7	7	1	4	8
ARL2BP	3	0	1	0	0
ARL3	0	0	1	0	0
ARL4A	0	0	0	0	0
ARL4C	51	60	80	32	88
ARL4D	0	0	0	0	0
ARL5A	2	1	9	0	16
ARL5B	1	0	2	0	0
ARL5C	0	0	0	0	0
ARL6	0	0	0	0	0
ARL6IP1	0	1	0	0	2
ARL6IP4	5	2	5	5	4
ARL6IP5	7	16	14	11	35
ARL6IP6	2	1	9	3	11
ARL8A	25	17	33	14	40
ARL8B	7	15	30	16	41
ARL9	0	0	0	0	0
ARMC1	4	3	3	4	6
ARMC10	1	0	1	0	1
ARMC12	0	0	0	0	0
ARMC2	0	0	0	0	0
ARMC3	0	0	0	0	0
ARMC4	0	0	0	0	0
ARMC5	0	0	1	1	0
ARMC6	0	0	0	0	0
ARMC7	0	0	0	0	0
ARMC8	8	11	13	6	12
ARMC9	1	0	0	0	3
ARMCX1	0	0	0	0	0
ARMCX2	0	0	0	0	0
ARMCX3	0	0	0	0	0
ARMCX4	0	0	0	0	0
ARMCX5	0	0	0	0	0
ARMCX6	0	0	0	0	0
ARMT1	0	0	0	1	1
ARNT	11	14	10	2	23
ARNT2	0	0	0	0	0
ARNTL	4	7	9	10	24
ARNTL2	0	0	0	0	0
ARPC1A	19	20	16	15	32
ARPC1B	46	41	50	30	113
ARPC2	155	153	170	109	357
ARPC3	29	28	26	20	38
ARPC4	20	7	22	8	54
ARPC5	26	35	26	12	47
ARPC5L	3	8	1	7	15
ARPIN	0	0	0	0	0
ARPP19	0	0	0	0	0
ARPP21	0	0	0	0	0
ARR3	0	0	0	0	0
ARRB1	0	0	1	0	0
ARRB2	0	4	3	0	4
ARRDC1	0	0	0	0	0
ARRDC2	0	0	0	0	0
ARRDC3	12	6	8	5	31
ARRDC4	0	0	0	0	0
ARRDC5	0	0	0	0	0
ARSA	0	0	0	0	0
ARSB	0	0	0	0	0
ARSG	0	1	1	0	0
ARSI	0	0	0	0	0
ARSJ	0	0	0	0	0
ARSK	0	0	1	0	1
ART1	0	0	0	0	0
ART3	0	0	0	0	0
ART4	0	0	0	0	0
ART5	0	0	0	0	0
ARTN	0	0	0	0	0
ARV1	0	0	0	0	0
ARVCF	0	0	0	0	1
ARX	0	0	0	0	0
AS3MT	0	0	0	0	0
ASAH1	1	0	0	0	0
ASAH2	1	0	0	0	0
ASAP1	49	43	41	21	84
ASAP2	3	6	4	3	7
ASAP3	1	0	0	0	2
ASB1	0	0	0	0	0
ASB10	0	0	0	0	0
ASB11	0	0	0	0	0
ASB12	0	0	0	0	0
ASB13	0	0	0	0	0
ASB14	0	0	0	0	0
ASB15	0	0	0	0	0
ASB16	0	0	0	0	0
ASB17	0	0	0	0	0
ASB18	0	0	0	0	0
ASB2	0	0	0	0	0
ASB3	0	0	0	0	0
ASB4	0	0	0	0	0
ASB5	0	0	0	0	0
ASB6	0	0	0	0	0
ASB7	0	0	0	1	2
ASB8	4	5	1	2	8
ASB9	0	0	0	0	0
ASCC1	0	0	0	0	0
ASCC2	8	20	23	5	41
ASCC3	2	4	3	8	8
ASCL1	0	0	0	0	0
ASCL2	0	0	0	0	0
ASCL3	0	0	0	0	0
ASCL4	0	0	0	0	0
ASCL5	0	0	0	0	0
ASF1A	7	2	8	10	15
ASF1B	0	3	3	2	2
ASGR1	0	0	0	0	0
ASGR2	0	0	0	0	0
ASH1L	6	17	19	13	22
ASH2L	5	6	4	5	6
ASIC1	0	0	0	0	0
ASIC2	0	0	0	0	0
ASIC3	0	0	0	0	0
ASIC4	0	0	0	0	0
ASIC5	0	0	0	0	0
ASL	3	5	3	3	5
ASMT	0	0	0	0	0
ASNA1	37	29	74	46	116
ASNS	1	2	1	1	7
ASNSD1	1	0	2	1	1
ASPA	0	0	0	0	0
ASPDH	0	0	0	0	0
ASPG	0	0	0	0	0
ASPH	0	2	2	0	1
ASPHD1	0	0	0	0	0
ASPHD2	0	0	0	0	0
ASPM	0	0	0	0	1
ASPN	0	0	0	0	0
ASPRV1	0	0	0	0	0
ASPSCR1	0	0	1	1	2
ASRGL1	0	0	0	0	0
ASS1	21	1	16	1	6
ASTE1	0	0	0	0	0
ASTL	0	0	0	0	0
ASTN1	0	0	0	0	0
ASTN2	0	0	0	0	0
ASUN	4	1	5	5	12
ASXL1	9	16	15	5	32
ASXL2	7	7	6	0	10
ASXL3	0	0	0	0	0
ASZ1	0	0	0	0	0
ATAD1	3	11	11	11	36
ATAD2	3	9	23	3	25
ATAD2B	4	3	5	5	10
ATAD3A	0	5	3	3	5
ATAD5	0	0	0	0	0
ATAT1	0	1	0	1	4
ATCAY	0	0	0	0	0
ATE1	0	0	0	0	0
ATF1	0	0	0	1	1
ATF2	15	31	37	20	55
ATF3	0	1	0	0	0
ATF4	11	34	42	42	94
ATF5	1	2	3	2	1
ATF6	3	4	2	8	6
ATF6B	14	23	20	17	31
ATF7	5	10	0	7	12
ATF7IP	3	4	2	3	8
ATF7IP2	0	0	0	0	0
ATG10	0	0	0	0	0
ATG101	3	4	3	1	4
ATG12	2	4	4	5	3
ATG13	3	1	1	4	5
ATG14	0	0	0	0	0
ATG16L1	4	6	4	3	12
ATG16L2	1	2	0	0	2
ATG2A	4	4	2	5	7
ATG2B	3	3	0	3	7
ATG3	26	23	25	30	55
ATG4A	4	1	3	0	7
ATG4B	0	0	1	1	4
ATG4C	4	1	0	2	1
ATG4D	1	1	1	0	4
ATG5	2	2	2	1	10
ATG7	3	1	3	0	3
ATG9A	22	28	20	16	55
ATG9B	0	4	1	1	3
ATIC	1	1	2	0	1
ATL1	1	1	0	0	0
ATL2	34	28	36	29	69
ATL3	0	2	2	1	4
ATM	0	0	3	3	5
ATMIN	0	0	0	0	0
ATN1	69	40	82	72	114
ATOH1	0	0	0	0	0
ATOH7	0	0	0	0	0
ATOH8	3	0	0	0	0
ATOX1	0	0	0	0	0
ATP10A	0	0	0	0	0
ATP10B	0	0	0	0	0
ATP11A	0	0	0	0	0
ATP11B	21	31	27	26	52
ATP11C	11	6	13	6	21
ATP12A	0	0	0	0	0
ATP13A1	3	5	4	8	11
ATP13A2	0	0	0	0	1
ATP13A3	25	24	35	29	82
ATP13A4	0	0	0	0	0
ATP13A5	0	0	0	0	0
ATP1A1	123	84	125	52	171
ATP1A2	0	0	0	0	1
ATP1A3	12	14	10	5	30
ATP1A4	0	0	0	0	0
ATP1B1	17	20	18	10	25
ATP1B2	1	0	0	0	0
ATP1B3	10	19	28	10	34
ATP1B4	0	0	0	0	0
ATP2A1	0	0	0	0	0
ATP2A2	48	66	68	58	160
ATP2A3	0	0	0	0	0
ATP2B1	16	39	43	22	76
ATP2B2	0	0	0	0	0
ATP2B3	0	0	0	0	0
ATP2B4	0	0	0	0	1
ATP2C1	23	34	28	21	49
ATP2C2	0	0	0	0	0
ATP4A	0	0	0	0	0
ATP4B	0	0	0	0	0
ATP5A1	81	50	66	46	115
ATP5B	251	216	285	200	660
ATP5C1	7	2	4	7	14
ATP5D	0	0	0	0	0
ATP5E	0	0	0	0	0
ATP5F1	0	0	0	0	0
ATP5G1	0	0	0	0	0
ATP5G2	42	17	23	27	69
ATP5G3	275	146	226	194	666
ATP5H	0	0	0	0	0
ATP5J	1	0	0	0	1
ATP5J2	0	0	0	0	0
ATP5L	33	16	26	28	73
ATP5O	0	0	0	0	0
ATP5S	0	0	0	0	0
ATP5SL	2	1	0	0	1
ATP6AP1	0	0	0	1	0
ATP6AP1L	0	0	0	0	0
ATP6AP2	1	3	11	2	14
ATP6V0A1	12	13	12	8	27
ATP6V0A2	0	1	4	0	2
ATP6V0A4	0	0	0	0	0
ATP6V0B	3	3	4	3	8
ATP6V0C	0	0	0	0	0
ATP6V0D1	4	2	5	3	16
ATP6V0D2	0	0	0	0	0
ATP6V0E2	0	0	0	0	0
ATP6V1A	6	2	7	7	18
ATP6V1B1	0	0	0	0	0
ATP6V1B2	10	10	17	11	45
ATP6V1C1	19	8	29	9	34
ATP6V1C2	0	0	0	0	0
ATP6V1D	0	0	0	0	1
ATP6V1E1	19	22	15	12	51
ATP6V1E2	0	0	0	0	0
ATP6V1F	0	0	1	0	1
ATP6V1G1	23	15	37	25	43
ATP6V1G2	0	0	0	0	0
ATP6V1G3	0	0	0	0	0
ATP6V1H	15	20	16	13	29
ATP7A	2	4	6	2	5
ATP7B	0	0	0	0	0
ATP8A1	0	1	0	0	1
ATP8A2	0	0	0	0	0
ATP8B1	0	0	0	0	0
ATP8B2	17	13	21	13	42
ATP8B3	0	0	0	0	0
ATP8B4	0	0	0	0	0
ATP9A	0	0	0	0	0
ATP9B	2	1	1	3	5
ATPAF1	2	2	0	1	5
ATPAF2	2	11	3	4	14
ATPIF1	0	0	0	0	0
ATR	5	2	6	6	3
ATRAID	1	0	0	0	0
ATRIP	0	0	0	0	0
ATRN	9	14	21	5	15
ATRNL1	5	5	13	2	21
ATRX	39	29	33	22	74
ATXN1	2	0	1	2	4
ATXN10	0	0	0	0	1
ATXN1L	12	19	25	16	41
ATXN2	50	50	45	41	88
ATXN2L	143	135	149	142	273
ATXN3	1	2	3	2	5
ATXN7	0	0	0	0	6
ATXN7L1	7	6	8	15	17
ATXN7L2	3	3	7	4	10
ATXN7L3	25	33	32	29	71
ATXN7L3B	1	0	0	0	2
AUH	1	0	0	0	0
AUNIP	0	0	0	0	0
AUP1	35	27	23	24	49
AURKA	0	0	0	0	0
AURKAIP1	0	0	0	0	0
AURKB	0	0	0	0	0
AURKC	0	0	0	0	0
AUTS2	0	0	0	0	0
AVEN	0	0	0	0	0
AVIL	0	0	0	0	0
AVL9	1	3	2	2	0
AVP	0	0	0	0	0
AVPI1	0	0	0	0	0
AVPR1A	0	0	0	0	0
AVPR1B	0	0	0	0	0
AVPR2	0	0	0	0	0
AWAT1	0	0	0	0	0
AWAT2	0	0	0	0	0
AXDND1	0	0	0	0	0
AXIN1	3	1	2	4	4
AXIN2	0	0	0	0	0
AXL	56	81	71	37	116
AZGP1	0	0	0	0	0
AZI2	0	0	0	0	0
AZIN1	95	136	121	75	399
AZIN2	18	15	13	1	15
B2M	0	0	0	0	0
B3GALNT1	0	0	0	0	0
B3GALNT2	0	0	0	2	1
B3GALT1	0	0	0	0	0
B3GALT2	0	0	0	0	0
B3GALT4	0	0	0	0	0
B3GALT5	0	0	0	0	0
B3GALT6	0	0	0	0	0
B3GAT1	0	0	0	0	0
B3GAT2	0	0	0	0	0
B3GAT3	0	2	2	1	1
B3GLCT	0	0	0	0	0
B3GNT2	0	0	0	0	0
B3GNT3	0	0	0	0	0
B3GNT4	0	0	0	0	0
B3GNT5	0	0	0	0	0
B3GNT6	0	0	0	0	0
B3GNT7	0	0	0	0	0
B3GNT8	0	0	0	0	1
B3GNT9	0	0	0	0	0
B3GNTL1	0	0	0	0	0
B4GALNT1	0	0	0	0	0
B4GALNT2	0	0	0	0	0
B4GALNT3	0	0	0	0	0
B4GALNT4	0	0	0	0	0
B4GALT1	0	0	0	0	0
B4GALT2	14	12	9	4	11
B4GALT3	1	4	1	3	2
B4GALT4	1	0	0	0	0
B4GALT5	2	2	4	2	2
B4GALT6	0	0	0	0	0
B4GALT7	0	0	0	2	0
B4GAT1	11	6	5	5	12
B9D1	4	1	4	2	2
B9D2	1	0	1	0	1
BAALC	0	0	0	0	0
BAAT	0	0	0	0	0
BABAM1	0	0	0	0	0
BACE1	9	7	6	0	4
BACE2	0	0	0	0	0
BACH1	0	0	0	0	0
BACH2	3	0	0	0	0
BAD	10	10	9	6	10
BAG1	1	4	2	2	10
BAG2	0	0	0	0	0
BAG3	8	7	4	7	17
BAG4	0	0	1	1	0
BAG5	0	0	0	0	0
BAG6	144	105	137	67	219
BAHCC1	2	0	7	2	8
BAHD1	6	6	5	5	15
BAIAP2	2	4	4	3	12
BAIAP2L1	0	0	0	0	0
BAIAP2L2	0	0	0	0	0
BAIAP3	0	0	0	0	0
BAK1	0	0	0	0	0
BAMBI	0	0	0	0	0
BANF1	18	16	35	34	90
BANF2	0	0	0	0	0
BANK1	0	0	0	0	0
BANP	6	4	7	3	5
BAP1	0	0	3	3	4
BARD1	0	0	0	0	0
BARHL1	0	0	0	0	0
BARHL2	0	0	0	0	0
BARX1	0	0	0	0	0
BARX2	0	0	0	0	0
BASP1	11	11	10	11	25
BATF	0	0	0	0	0
BATF2	0	0	0	0	0
BATF3	0	0	0	0	0
BAX	0	0	0	0	0
BAZ1A	2	7	11	9	21
BAZ1B	1	5	6	7	13
BAZ2A	19	20	18	22	52
BAZ2B	18	14	10	16	30
BBC3	5	1	6	4	8
BBIP1	0	0	0	0	0
BBOF1	0	0	0	0	0
BBOX1	0	0	0	0	0
BBS1	0	1	0	0	0
BBS10	0	0	0	0	0
BBS12	0	0	0	0	0
BBS2	3	2	6	1	4
BBS4	1	0	0	0	1
BBS5	2	1	2	0	0
BBS7	0	0	1	0	1
BBS9	0	0	0	0	0
BBX	19	25	15	11	62
BCAM	0	0	0	0	0
BCAN	0	0	0	0	0
BCAP29	0	0	0	0	0
BCAP31	10	12	20	8	26
BCAR1	0	0	0	0	0
BCAR3	0	0	0	0	0
BCAS1	0	0	0	0	0
BCAS2	6	11	6	5	10
BCAS3	1	3	4	3	12
BCAT1	0	0	0	0	0
BCAT2	0	0	0	0	0
BCCIP	0	0	0	0	0
BCDIN3D	1	0	0	0	0
BCHE	0	0	0	0	0
BCKDHA	1	0	0	1	0
BCKDHB	0	0	0	0	0
BCKDK	19	9	9	11	27
BCL10	2	1	0	4	2
BCL11A	0	0	0	0	0
BCL11B	0	0	0	0	0
BCL2	4	2	4	1	1
BCL2L1	10	28	29	26	80
BCL2L10	0	0	0	0	0
BCL2L11	8	6	10	3	15
BCL2L12	0	0	0	0	0
BCL2L13	0	0	0	0	0
BCL2L14	0	0	0	0	0
BCL2L15	0	0	0	0	0
BCL2L2	6	14	12	11	20
BCL3	0	0	0	0	0
BCL6	5	1	2	2	4
BCL6B	0	0	0	0	0
BCL7A	1	1	3	0	1
BCL7B	2	1	3	4	4
BCL7C	16	9	18	12	43
BCL9	44	43	41	20	61
BCL9L	19	14	21	12	45
BCLAF1	32	31	47	34	87
BCO1	0	0	0	0	0
BCO2	0	0	0	0	0
BCOR	5	7	3	5	11
BCORL1	3	6	6	4	7
BCR	4	10	5	6	12
BCS1L	1	2	3	3	4
BDH1	0	0	0	0	0
BDH2	0	0	0	0	0
BDKRB1	0	0	0	0	0
BDKRB2	0	0	1	0	1
BDNF	6	5	1	0	7
BDP1	0	1	0	0	4
BEAN1	0	0	0	0	0
BECN1	35	33	40	20	86
BEGAIN	0	0	0	0	0
BEND3	1	0	1	1	1
BEND4	1	1	3	1	1
BEND5	0	0	0	0	0
BEND6	0	0	0	0	0
BEND7	0	0	0	0	0
BEST1	0	0	0	2	0
BEST2	0	0	0	0	0
BEST3	0	0	0	0	0
BET1	2	2	1	2	4
BET1L	0	0	0	0	0
BEX1	0	0	0	0	0
BEX2	0	0	0	0	0
BEX3	1	0	0	0	0
BEX4	0	0	0	0	0
BFAR	2	0	2	0	1
BFSP1	0	0	0	0	0
BFSP2	0	0	0	0	0
BGLAP	0	0	0	0	0
BGN	0	0	0	1	0
BHLHA15	0	0	0	0	0
BHLHA9	0	0	0	0	0
BHLHB9	0	0	1	0	2
BHLHE22	0	0	0	0	0
BHLHE23	0	0	0	0	0
BHLHE40	1	6	6	8	6
BHLHE41	2	1	1	3	3
BHMT	0	0	0	0	0
BHMT2	0	0	0	0	0
BICC1	0	0	0	0	0
BICD1	0	0	0	0	0
BICD2	12	26	32	14	48
BID	0	0	0	0	0
BIK	0	0	0	0	0
BIN1	0	1	0	0	2
BIN2	0	0	0	0	0
BIN3	0	1	1	0	2
BIRC2	0	0	0	0	0
BIRC3	0	0	0	0	0
BIRC5	0	0	0	0	0
BIRC6	41	41	72	42	128
BIRC7	0	0	0	0	0
BIVM	0	0	0	0	1
BLCAP	12	17	28	10	35
BLK	0	0	0	0	0
BLM	0	1	3	2	1
BLMH	9	6	13	14	44
BLNK	0	0	0	0	0
BLOC1S1	87	33	43	35	104
BLOC1S2	0	1	0	0	0
BLOC1S3	0	0	0	0	0
BLOC1S4	0	0	0	0	0
BLOC1S5	0	0	0	0	0
BLOC1S6	0	0	0	0	0
BLVRA	0	0	0	0	0
BLVRB	0	0	0	0	0
BLZF1	0	0	0	0	1
BMF	0	0	0	0	0
BMI1	6	12	10	13	31
BMP1	20	25	44	21	47
BMP10	0	0	0	0	0
BMP15	0	0	0	0	0
BMP2	0	0	0	0	0
BMP2K	5	2	4	3	7
BMP3	0	0	0	0	0
BMP4	10	6	2	0	0
BMP5	0	0	0	0	0
BMP6	0	0	0	0	0
BMP7	0	0	0	0	0
BMP8A	0	0	0	0	0
BMP8B	0	0	0	0	0
BMPER	0	1	1	0	0
BMPR1A	0	0	1	0	1
BMPR1B	0	0	0	0	0
BMPR2	16	27	21	17	69
BMS1	4	1	4	2	2
BMT2	2	0	2	0	1
BMX	0	0	0	0	0
BNC1	0	0	0	0	0
BNC2	2	2	0	0	0
BNIP1	0	0	0	0	0
BNIP2	2	0	1	0	0
BNIP3	0	0	0	0	0
BNIP3L	11	12	8	13	33
BNIPL	0	0	0	0	0
BOC	0	1	0	0	0
BOD1	0	0	0	1	2
BOK	1	0	0	0	1
BOLA1	0	0	0	0	0
BOLA2	0	0	0	0	0
BOLA3	0	0	0	0	0
BOLL	0	0	0	0	0
BOP1	0	1	2	0	1
BORA	1	1	0	0	0
BORCS5	0	0	0	0	0
BORCS6	0	0	0	0	0
BORCS7	0	0	0	0	0
BORCS8	0	0	0	0	0
BPGM	0	0	0	0	0
BPHL	0	0	0	0	0
BPI	0	0	0	0	0
BPIFA1	0	0	0	0	0
BPIFA2	0	0	0	0	0
BPIFA3	0	0	0	0	0
BPIFB1	0	0	0	0	0
BPIFB2	0	0	0	0	0
BPIFB3	0	0	0	0	0
BPIFB4	0	0	0	0	0
BPIFB6	0	0	0	0	0
BPIFC	0	0	0	0	0
BPNT1	0	0	0	0	0
BPTF	21	34	38	24	61
BRAF	5	7	4	5	13
BRAP	0	0	0	0	0
BRAT1	0	0	0	0	0
BRCA1	0	0	0	0	1
BRCA2	0	0	0	0	0
BRCC3	7	5	4	3	13
BRD1	19	23	11	13	35
BRD2	50	67	107	53	160
BRD3	2	6	2	2	1
BRD4	28	26	43	21	45
BRD7	0	4	8	3	20
BRD8	19	15	27	27	65
BRD9	2	3	2	0	1
BRDT	0	0	0	0	0
BRE	4	4	5	1	10
BRF1	0	1	0	0	0
BRF2	0	0	0	0	0
BRI3	5	2	8	1	4
BRI3BP	0	0	0	0	0
BRICD5	0	0	0	0	0
BRINP1	0	0	0	0	0
BRINP2	0	0	0	0	0
BRINP3	0	0	0	0	0
BRIP1	0	0	0	0	0
BRIX1	8	6	10	6	25
BRK1	8	9	6	6	14
BRMS1	1	0	1	1	1
BRMS1L	0	4	10	5	7
BROX	4	1	1	0	5
BRPF1	21	23	29	17	62
BRPF3	8	12	8	6	16
BRS3	0	0	0	0	0
BRSK1	1	6	2	5	9
BRSK2	0	0	0	0	0
BRWD1	3	9	2	2	7
BRWD3	1	6	13	7	14
BSCL2	0	0	0	0	0
BSDC1	4	9	4	7	18
BSG	0	0	0	0	0
BSN	2	0	2	4	4
BSND	0	0	0	0	0
BSPH1	0	0	0	0	0
BSPRY	0	0	0	0	0
BST1	0	0	0	0	0
BST2	0	0	0	0	0
BSX	0	0	0	0	0
BTAF1	3	7	13	6	17
BTBD1	12	4	7	2	14
BTBD10	9	3	6	2	11
BTBD11	5	9	8	2	9
BTBD16	0	0	0	0	0
BTBD17	0	0	0	0	0
BTBD18	0	0	0	0	0
BTBD19	0	0	0	0	0
BTBD2	2	3	3	0	6
BTBD3	2	1	1	2	4
BTBD6	0	0	0	0	0
BTBD7	8	19	26	11	40
BTBD8	0	0	0	0	0
BTBD9	4	1	0	4	5
BTC	0	0	0	0	0
BTD	0	0	0	0	0
BTF3	318	136	270	189	594
BTF3L4	17	13	10	15	40
BTG1	140	104	164	101	252
BTG2	0	1	1	0	2
BTG3	19	13	14	14	42
BTG4	0	0	0	0	0
BTK	0	0	0	0	0
BTLA	0	0	0	0	0
BTN1A1	0	0	0	0	0
BTN2A2	0	0	0	0	0
BTNL2	0	0	0	0	0
BTNL9	0	0	0	0	0
BTRC	12	11	12	7	13
BUB1	0	0	0	0	0
BUB1B	4	2	2	0	4
BUB3	1	0	1	1	2
BUD13	0	0	0	0	0
BUD31	11	24	16	24	30
BVES	0	0	0	0	0
BYSL	0	0	2	0	1
BZW1	61	92	138	73	269
BZW2	9	11	25	23	55
C1D	0	0	0	0	0
C1GALT1	0	2	0	0	0
C1GALT1C1	4	4	4	3	16
C1QA	0	0	0	0	0
C1QB	0	0	0	0	0
C1QBP	0	0	0	0	0
C1QC	0	0	0	0	0
C1QL1	0	0	0	0	0
C1QL2	0	0	0	0	0
C1QL3	0	0	0	0	0
C1QL4	0	0	0	0	0
C1QTNF1	0	0	0	0	0
C1QTNF2	0	0	0	0	0
C1QTNF3	0	0	0	0	0
C1QTNF4	0	0	0	0	0
C1QTNF5	0	0	0	0	0
C1QTNF6	1	0	0	2	3
C1QTNF7	0	0	0	0	0
C1QTNF9	0	0	0	0	0
C1RL	0	0	0	0	0
C2	0	0	0	0	0
C2CD2	0	0	0	0	0
C2CD2L	3	3	4	9	6
C2CD3	1	1	0	0	1
C2CD4A	0	0	0	0	0
C2CD4B	0	0	0	0	0
C2CD4C	0	0	0	0	0
C2CD4D	0	0	0	0	0
C2CD5	4	2	3	2	4
C3	0	2	0	0	1
C3AR1	0	0	0	0	0
C4B	0	0	0	0	0
C5AR1	0	0	0	0	0
C5AR2	0	0	0	0	0
C6	0	0	0	0	0
C7	0	0	0	0	0
C8A	0	0	0	0	0
C8B	0	0	0	0	0
C8G	0	0	0	0	0
C9	0	0	0	0	0
CAAP1	2	0	3	0	1
CAB39	21	57	50	28	102
CAB39L	1	3	0	1	4
CABIN1	15	21	22	23	36
CABLES1	0	0	0	0	0
CABLES2	0	0	0	0	0
CABP1	0	0	0	0	0
CABP2	0	0	0	0	0
CABP4	0	0	0	0	0
CABP5	0	0	0	0	0
CABP7	0	0	0	0	0
CABS1	0	0	0	0	0
CABYR	0	0	0	0	0
CACFD1	0	2	0	2	2
CACHD1	0	0	0	0	0
CACNA1A	0	0	0	0	0
CACNA1B	0	0	0	0	0
CACNA1C	0	0	0	0	0
CACNA1D	0	0	0	0	0
CACNA1E	0	0	0	0	0
CACNA1F	0	0	0	0	0
CACNA1G	0	0	0	0	0
CACNA1H	0	0	0	0	0
CACNA1I	0	0	0	0	0
CACNA1S	0	0	0	0	0
CACNA2D1	0	0	0	0	0
CACNA2D2	0	0	0	0	0
CACNA2D3	0	0	0	0	0
CACNA2D4	0	0	0	0	0
CACNB1	2	1	0	0	0
CACNB2	3	1	5	0	6
CACNB3	32	36	36	25	34
CACNB4	0	1	0	0	0
CACNG1	0	0	0	0	0
CACNG2	0	0	0	0	0
CACNG3	0	0	0	0	0
CACNG4	0	0	0	0	0
CACNG5	0	0	0	0	0
CACNG6	0	0	0	0	0
CACNG7	4	1	1	1	6
CACNG8	0	0	0	0	0
CACTIN	3	4	8	8	5
CACUL1	9	8	7	6	24
CACYBP	8	4	12	5	14
CAD	12	22	30	12	64
CADM1	163	166	170	79	337
CADM2	0	0	0	0	0
CADM3	0	0	0	0	0
CADM4	7	2	1	0	4
CADPS	0	0	0	0	0
CADPS2	0	0	0	0	0
CAGE1	0	0	0	0	0
CALB1	0	0	0	0	0
CALB2	0	0	0	0	0
CALCA	0	0	0	0	0
CALCB	0	0	0	0	0
CALCOCO1	6	5	1	5	10
CALCOCO2	0	0	0	0	0
CALCR	0	0	0	0	0
CALCRL	0	0	0	0	0
CALD1	4	3	8	0	6
CALHM1	0	0	0	0	0
CALHM2	0	0	1	0	0
CALHM3	0	0	0	0	0
CALM1	103	141	173	80	358
CALM2	402	302	410	225	794
CALM3	12	8	14	3	29
CALML3	0	0	0	0	0
CALML4	0	0	0	0	0
CALN1	0	0	0	0	0
CALR	43	39	71	33	105
CALR3	0	0	0	0	0
CALU	139	208	179	126	494
CALY	0	0	0	0	0
CAMK1	33	27	41	44	92
CAMK1D	0	0	0	0	2
CAMK1G	0	0	0	0	0
CAMK2A	1	0	0	0	0
CAMK2B	1	2	2	0	4
CAMK2D	11	11	12	12	19
CAMK2G	23	20	16	15	47
CAMK2N1	4	5	2	0	5
CAMK2N2	3	3	4	3	8
CAMK4	0	0	0	0	0
CAMKK1	3	2	3	1	3
CAMKK2	0	2	0	0	1
CAMKMT	5	1	2	2	2
CAMKV	0	0	0	0	0
CAMP	0	0	0	0	0
CAMSAP1	3	2	7	3	4
CAMSAP2	2	5	4	2	7
CAMSAP3	0	0	0	0	0
CAMTA1	22	17	17	7	31
CAMTA2	8	11	8	4	15
CAND1	15	16	23	14	54
CAND2	2	1	5	1	6
CANT1	0	0	0	0	0
CANX	61	78	69	41	135
CAP1	47	63	43	28	104
CAP2	0	0	0	0	0
CAPG	47	65	54	43	120
CAPN1	1	0	0	0	0
CAPN10	0	0	0	0	0
CAPN11	0	0	0	0	0
CAPN12	0	3	2	0	3
CAPN13	0	0	0	0	0
CAPN15	2	1	0	1	1
CAPN2	6	14	9	10	33
CAPN3	0	0	0	0	0
CAPN5	1	0	2	0	0
CAPN6	0	0	0	0	0
CAPN7	3	1	4	2	11
CAPN8	0	0	0	0	0
CAPN9	0	0	0	0	0
CAPNS1	3	1	4	1	2
CAPNS2	0	0	0	0	0
CAPRIN1	57	74	113	72	198
CAPRIN2	1	1	2	0	1
CAPS2	0	0	0	0	0
